Year Mo Dy     tave     tmax     tmin       vp    rhmax    rhmin        pp      gust
2009 12  7  -14.646  -13.502  -15.789    0.160    0.852    0.785     0.000     4.371
2009 12  8  -17.378  -13.159  -21.596    0.112    0.846    0.597     0.000    10.231
2009 12  9  -17.310   -8.582  -26.038    0.091    0.817    0.347     0.000     9.055
2009 12 10  -11.981   -5.990  -17.971    0.125    0.739    0.289     0.160    12.172
2009 12 11   -9.693   -1.123  -18.262    0.170    0.841    0.321     0.140     4.763
2009 12 12   -0.889    7.733   -9.511    0.326    0.806    0.334     0.170     5.821
2009 12 13    1.601    9.700   -6.499    0.423    0.849    0.388     0.000     7.840
2009 12 14   -0.214    6.585   -7.013    0.375    0.908    0.343     0.000     7.036
2009 12 15   -3.399    4.229  -11.027    0.302    0.891    0.382     0.000     3.881
2009 12 16    1.742    6.224   -2.739    0.375    0.749    0.336     0.000     4.273
2009 12 17    3.377   11.149   -4.395    0.421    0.802    0.282     0.000     7.448
2009 12 18    0.480    7.787   -6.827    0.380    0.860    0.342     0.000     6.938
2009 12 19   -2.287    6.116  -10.689    0.302    0.881    0.289     0.000     2.920
2009 12 20    2.591   10.762   -5.580    0.384    0.805    0.239     0.000     4.822
2009 12 21    5.595   13.842   -2.653    0.456    0.822    0.182     0.000     9.153
2009 12 22    1.261    4.536   -2.014    0.508    0.975    0.545     0.000     5.410
2009 12 23   -4.595   -1.104   -8.086    0.355    0.976    0.659     0.060    11.486
2009 12 24  -11.423   -5.550  -17.297    0.172    0.896    0.452     0.000     6.115
2009 12 25  -10.039   -2.975  -17.103    0.180    0.904    0.365     0.000    12.387
2009 12 26   -1.458    0.838   -3.754    0.274    0.636    0.364     0.030    13.093
2009 12 27   -4.887    0.998  -10.772    0.280    0.879    0.443     0.130     4.430
2009 12 28   -6.438    1.252  -14.127    0.241    0.885    0.396     0.000     3.861
2009 12 29   -3.604    2.070   -9.278    0.281    0.824    0.381     0.000     3.861
2009 12 30   -4.435    0.135   -9.005    0.310    0.884    0.530     0.000     6.488
2009 12 31   -4.925    2.668  -12.519    0.257    0.871    0.344     0.000     5.547
2010  1  1   -2.987    4.576  -10.551    0.270    0.797    0.306     0.000     4.057
2010  1  2    0.104    8.175   -7.968    0.372    0.895    0.315     0.000     8.448
2010  1  3    0.068    4.092   -3.955    0.459    0.973    0.522     0.000     5.606
2010  1  4   -4.244    2.890  -11.378    0.322    0.967    0.481     0.060     4.390
2010  1  5   -0.573    5.545   -6.690    0.398    0.897    0.462     0.000     4.155
2010  1  6   -9.065   -0.267  -17.864    0.229    0.870    0.621     0.000     8.291
2010  1  7  -17.314  -11.464  -23.164    0.108    0.837    0.544     0.010     4.155
2010  1  8  -12.017   -1.110  -22.924    0.130    0.818    0.255     0.060     3.097
2010  1  9   -4.245    5.861  -14.351    0.243    0.835    0.256     0.000     2.528
2010  1 10   -0.820   10.073  -11.713    0.300    0.846    0.198     0.000     3.489
2010  1 11    0.035    9.541   -9.471    0.337    0.858    0.247     0.000     4.038
2010  1 12    0.780   12.621  -11.061    0.342    0.888    0.172     0.000     3.352
2010  1 13    3.077   12.677   -6.524    0.377    0.796    0.195     0.000     6.311
2010  1 14   -0.486    6.052   -7.024    0.376    0.875    0.401     0.000     3.548
2010  1 15   -0.182    7.627   -7.991    0.369    0.884    0.343     0.000     4.802
2010  1 16    2.748   13.302   -7.806    0.395    0.852    0.211     0.000     3.685
2010  1 17    4.097   10.751   -2.557    0.455    0.800    0.313     0.000     4.410
2010  1 18    1.779    9.402   -5.843    0.441    0.900    0.372     0.000     3.371
2010  1 19    2.062    8.515   -4.390    0.458    0.903    0.390     0.000     7.036
2010  1 20   -0.536    5.776   -6.849    0.354    0.894    0.312     0.000     2.607
2010  1 21   -1.126    4.879   -7.131    0.350    0.844    0.403     0.000     3.606
2010  1 22    1.499    5.630   -2.632    0.512    0.927    0.577     0.000     7.370
2010  1 23    0.504    7.166   -6.159    0.359    0.909    0.227     0.000    10.741
2010  1 24    2.003    4.660   -0.655    0.224    0.434    0.204     0.000    15.053
2010  1 25   -1.093    3.621   -5.806    0.261    0.618    0.309     0.000     7.997
2010  1 26   -1.818    4.995   -8.632    0.299    0.768    0.355     0.000     4.194
2010  1 27   -1.923    3.138   -6.985    0.383    0.933    0.513     0.000     5.410
2010  1 28   -2.682   -1.369   -3.995    0.443    0.946    0.821     0.000     5.841
2010  1 29   -0.418    6.479   -7.316    0.385    0.961    0.340     0.030     5.645
2010  1 30   -0.457    7.338   -8.252    0.354    0.864    0.336     0.000     4.782
2010  1 31   -0.015    5.172   -5.202    0.399    0.905    0.403     0.000     5.508
2010  2  1   -0.363    6.806   -7.533    0.358    0.947    0.258     0.000     8.173
2010  2  2   -0.883    6.462   -8.228    0.317    0.784    0.326     0.000     4.136
2010  2  3    0.647    7.155   -5.862    0.331    0.785    0.251     0.000     4.880
2010  2  4    3.031    8.600   -2.537    0.435    0.935    0.212     0.020    11.995
2010  2  5    0.701    6.575   -5.173    0.384    0.856    0.340     0.000     7.095
2010  2  6   -0.201    4.656   -5.058    0.447    0.923    0.565     0.000     2.920
2010  2  7   -1.839    0.007   -3.684    0.445    0.904    0.765     0.050     3.332
2010  2  8   -6.085   -1.833  -10.337    0.291    0.941    0.564     0.000     5.743
2010  2  9   -8.852   -2.882  -14.821    0.203    0.825    0.474     0.050     4.547
2010  2 10   -3.600    4.732  -11.933    0.288    0.869    0.365     0.000     4.939
2010  2 11   -0.685    5.435   -6.805    0.327    0.784    0.344     0.000     5.625
2010  2 12    0.636    6.731   -5.459    0.354    0.751    0.359     0.000     5.841
2010  2 13    3.357   10.423   -3.710    0.380    0.751    0.229     0.000    10.898
2010  2 14   -5.866   -1.203  -10.529    0.225    0.900    0.245     0.010    12.583
2010  2 15   -5.179    2.867  -13.225    0.209    0.783    0.226     0.000     5.802
2010  2 16   -3.508    5.136  -12.152    0.253    0.793    0.283     0.000     6.899
2010  2 17   -0.017    8.477   -8.511    0.322    0.802    0.256     0.000     5.214
2010  2 18   -0.265    3.874   -4.404    0.485    0.974    0.644     0.010    10.702
2010  2 19   -4.368   -2.675   -6.062    0.370    0.949    0.726     0.000     5.272
2010  2 20   -5.273   -3.322   -7.223    0.374    0.953    0.862     0.000     5.664
2010  2 21   -7.949   -6.277   -9.620    0.289    0.936    0.787     0.000     4.351
2010  2 22   -8.018   -1.611  -14.424    0.212    0.910    0.364     0.340     7.017
2010  2 23   -5.840    3.128  -14.809    0.235    0.866    0.325     0.180     4.684
2010  2 24   -2.019    7.433  -11.470    0.293    0.876    0.240     0.000     4.214
2010  2 25    2.956    7.427   -1.514    0.471    0.889    0.361     0.000     7.546
2010  2 26    0.850    7.957   -6.258    0.396    0.928    0.294     0.010     7.389
2010  2 27    1.175    7.535   -5.185    0.351    0.738    0.320     0.000     6.272
2010  2 28   -0.031    2.246   -2.308    0.452    0.950    0.534     0.020     4.684
2010  3  1    3.424    9.478   -2.630    0.492    0.944    0.319     0.060     6.938
2010  3  2    3.823   13.144   -5.497    0.462    0.910    0.243     0.010     5.410
2010  3  3    4.638   12.558   -3.282    0.488    0.857    0.292     0.000     4.645
2010  3  4    4.863   13.029   -3.303    0.513    0.894    0.296     0.000     6.350
2010  3  5    4.026    7.053    0.998    0.543    0.937    0.399     0.000     7.017
2010  3  6    6.130   13.026   -0.765    0.562    0.892    0.301     0.000     9.506
2010  3  7    3.952    8.305   -0.401    0.617    0.977    0.547     0.000     4.194
2010  3  8    6.010   10.422    1.599    0.564    0.853    0.354     0.000     9.663
2010  3  9    6.102   11.951    0.253    0.376    0.625    0.176     0.000    11.819
2010  3 10    1.200    5.715   -3.316    0.432    0.781    0.519     0.000     7.134
2010  3 11    4.866    9.650    0.082    0.324    0.562    0.191     0.000    10.741
2010  3 12    7.294   15.963   -1.376    0.342    0.545    0.126     0.000    11.231
2010  3 13    5.454   14.518   -3.611    0.412    0.732    0.185     0.000     7.428
2010  3 14    1.890    5.184   -1.404    0.516    0.883    0.591     0.000     7.546
2010  3 15    6.477   13.371   -0.416    0.535    0.824    0.284     0.000     5.351
2010  3 16    7.774   19.250   -3.701    0.455    0.789    0.074     0.000     9.584
2010  3 17    8.970   20.197   -2.256    0.456    0.709    0.089     0.000     5.802
2010  3 18    8.991   17.915    0.067    0.616    0.930    0.145     0.000     9.780
2010  3 19   -2.583    0.039   -5.205    0.386    0.974    0.558     0.120    12.446
2010  3 20   -4.548    2.397  -11.494    0.256    0.840    0.336     0.290     7.115
2010  3 21    3.611   14.932   -7.709    0.397    0.853    0.153     0.000     5.723
2010  3 22   10.126   18.397    1.854    0.419    0.577    0.102     0.000     9.036
2010  3 23    2.530    6.795   -1.735    0.556    0.981    0.538     0.140     9.506
2010  3 24    2.171    7.484   -3.142    0.499    0.979    0.419     1.020     5.468
2010  3 25    0.793    7.819   -6.233    0.403    0.919    0.329     0.000     4.645
2010  3 26    3.093    8.185   -1.998    0.502    0.824    0.494     0.000    10.016
2010  3 27    6.205    9.753    2.657    0.432    0.624    0.289     0.000    12.897
2010  3 28    6.663   16.593   -3.268    0.453    0.778    0.150     0.000     6.017
2010  3 29   11.310   20.543    2.078    0.512    0.634    0.131     0.000     5.664
2010  3 30   14.543   25.645    3.440    0.577    0.609    0.089     0.000    21.344
2010  3 31   12.036   19.580    4.492    0.614    0.756    0.119     0.000    11.211
2010  4  1    7.126   12.016    2.236    0.616    0.914    0.307     0.040     9.173
2010  4  2    3.862    8.766   -1.042    0.268    0.509    0.161     0.000    11.760
2010  4  3    4.814   12.968   -3.341    0.402    0.740    0.196     0.000    12.564
2010  4  4    8.320   16.262    0.377    0.385    0.572    0.133     0.000    10.310
2010  4  5    9.351   17.115    1.586    0.650    0.891    0.216     0.070     8.369
2010  4  6    6.141    9.709    2.573    0.540    0.959    0.187     0.140    12.564
2010  4  7    4.987   10.038   -0.065    0.536    0.938    0.292     0.020     9.486
2010  4  8    6.661   16.455   -3.133    0.505    0.858    0.177     0.000     8.428
2010  4  9    8.955   17.603    0.307    0.572    0.759    0.242     0.000    11.936
2010  4 10    7.346   13.099    1.593    0.543    0.700    0.360     0.000     8.193
2010  4 11   10.939   20.746    1.132    0.664    0.826    0.191     0.000     6.390
2010  4 12   14.844   24.011    5.677    0.697    0.699    0.128     0.000     8.330
2010  4 13   11.370   17.053    5.686    0.558    0.736    0.095     0.000    14.504
2010  4 14   10.033   19.875    0.191    0.503    0.660    0.159     0.000     8.781
2010  4 15   12.595   18.642    6.548    0.592    0.575    0.239     0.000     6.468
2010  4 16    8.806   11.234    6.378    0.610    0.688    0.391     0.000     6.919
2010  4 17    7.672   11.022    4.323    0.845    0.965    0.647     0.040     5.312
2010  4 18   11.513   20.097    2.930    0.853    0.981    0.276     0.000     6.213
2010  4 19   12.654   20.932    4.376    0.767    0.811    0.238     0.000     8.389
2010  4 20   11.572   16.554    6.590    0.953    0.894    0.504     0.000     6.958
2010  4 21   11.754   15.462    8.045    1.060    0.977    0.560     0.750     9.251
2010  4 22    9.007   12.645    5.369    0.937    0.988    0.643     0.620     8.742
2010  4 23    4.897    7.575    2.220    0.677    0.965    0.598     0.740    11.309
2010  4 24   10.447   16.354    4.540    0.609    0.758    0.206     0.000    14.190
2010  4 25    9.821   17.659    1.983    0.667    0.876    0.224     0.050    12.524
2010  4 26    6.093   11.628    0.558    0.550    0.857    0.313     0.000     9.682
2010  4 27    8.452   17.802   -0.897    0.675    0.864    0.358     0.000     7.683
2010  4 28   12.962   23.475    2.448    0.799    0.933    0.137     0.170    13.328
2010  4 29    5.766   11.407    0.125    0.519    0.981    0.150     0.590    10.702
2010  4 30    5.833   10.384    1.283    0.428    0.656    0.272     0.000    12.936
2010  5  1    7.571   13.592    1.550    0.487    0.734    0.202     0.000     7.428
2010  5  2    6.340   11.700    0.980    0.556    0.799    0.365     0.000     8.154
2010  5  3   10.379   19.334    1.425    0.616    0.801    0.179     0.000     9.702
2010  5  4   14.954   21.157    8.751    0.427    0.368    0.136     0.000    20.031
2010  5  5   10.161   16.777    3.545    0.354    0.421    0.153     0.000     9.624
2010  5  6    6.947   11.506    2.388    0.573    0.767    0.382     0.060    11.231
2010  5  7    6.700   13.357    0.043    0.473    0.820    0.146     0.020    10.447
2010  5  8    6.532   14.063   -0.999    0.460    0.639    0.312     0.000     9.251
2010  5  9   10.981   20.339    1.623    0.661    0.755    0.254     0.000     6.429
2010  5 10   12.078   19.137    5.020    0.822    0.946    0.221     0.000    10.604
2010  5 11    3.068    6.062    0.073    0.648    0.984    0.720     0.640     6.997
2010  5 12    2.656    5.284    0.028    0.610    0.987    0.664     1.010     4.528
2010  5 13    5.557   11.855   -0.741    0.639    0.974    0.436     0.010     7.056
2010  5 14   10.747   15.885    5.610    0.870    0.969    0.379     0.170    10.898
2010  5 15    9.421   13.881    4.960    0.893    0.971    0.542     0.020     9.192
2010  5 16   11.734   19.103    4.365    0.864    0.899    0.355     0.000     7.330
2010  5 17   13.848   22.990    4.705    0.944    0.934    0.260     0.000     7.213
2010  5 18   15.345   20.763    9.928    1.281    0.887    0.583     0.110     7.409
2010  5 19   13.483   18.931    8.034    1.039    0.949    0.395     0.020     6.997
2010  5 20   14.649   19.159   10.140    1.249    0.959    0.539     0.010     7.193
2010  5 21   15.235   22.774    7.695    1.192    0.960    0.417     0.000     9.271
2010  5 22   19.141   30.244    8.037    1.136    0.928    0.097     0.000    14.190
2010  5 23   13.934   21.841    6.027    0.876    0.767    0.334     0.000    10.231
2010  5 24   15.188   22.927    7.449    0.875    0.861    0.153     0.000    15.014
2010  5 25   12.608   20.523    4.693    0.859    0.926    0.251     0.090     8.742
2010  5 26   16.500   21.575   11.424    1.370    0.967    0.492     0.100    10.878
2010  5 27   20.043   27.852   12.234    1.554    0.971    0.354     0.000     4.743
2010  5 28   22.131   32.676   11.585    1.183    0.745    0.143     0.000    10.290
2010  5 29   18.655   24.217   13.093    1.144    0.759    0.305     0.000     9.937
2010  5 30   15.203   20.780    9.625    0.849    0.682    0.301     0.000     8.859
2010  5 31   16.920   25.824    8.016    0.982    0.866    0.153     0.000     5.566
2010  6  1   18.421   26.646   10.196    0.889    0.632    0.208     0.010     6.076
2010  6  2   17.782   23.258   12.307    1.182    0.838    0.323     0.000     7.232
2010  6  3   18.779   25.946   11.612    1.172    0.755    0.327     0.000     4.214
2010  6  4   22.174   30.707   13.640    1.394    0.785    0.258     0.000     4.939
2010  6  5   21.233   28.285   14.180    1.425    0.776    0.354     0.000     6.723
2010  6  6   21.968   30.363   13.572    1.594    0.858    0.350     0.000     7.781
2010  6  7   21.424   27.946   14.903    1.587    0.923    0.321     0.010    12.760
2010  6  8   19.549   24.040   15.059    1.513    0.871    0.459     0.020     8.840
2010  6  9   20.267   26.922   13.612    1.665    0.910    0.491     0.000     5.390
2010  6 10   21.413   26.548   16.279    1.597    0.890    0.361     0.110     9.192
2010  6 11   16.051   21.821   10.281    1.292    0.960    0.456     0.390     9.624
2010  6 12    9.676   10.869    8.483    1.137    0.982    0.910     0.840     5.723
2010  6 13   11.333   14.232    8.434    1.100    0.987    0.653     0.550     5.076
2010  6 14   13.529   18.622    8.436    1.150    0.956    0.528     0.040     6.762
2010  6 15   15.900   25.585    6.215    1.053    0.973    0.193     0.010     7.703
2010  6 16   19.914   29.167   10.661    1.206    0.820    0.217     0.000     8.644
2010  6 17   21.767   28.591   14.943    1.142    0.781    0.096     0.000    12.015
2010  6 18   18.710   26.938   10.483    1.028    0.675    0.279     0.000     7.056
2010  6 19   21.622   28.381   14.863    1.465    0.767    0.367     0.000     7.860
2010  6 20   19.954   24.983   14.925    1.681    0.872    0.570     0.000     8.154
2010  6 21   22.851   29.826   15.876    1.592    0.917    0.226     0.000     8.644
2010  6 22   21.425   30.498   12.353    1.228    0.831    0.132     0.000     7.958
2010  6 23   18.304   24.981   11.627    1.170    0.812    0.301     0.000     6.899
2010  6 24   21.999   32.040   11.958    1.297    0.834    0.147     0.000     5.547
2010  6 25   23.939   35.444   12.434    1.205    0.719    0.092     0.000     8.193
2010  6 26   23.898   31.141   16.656    1.466    0.793    0.196     0.030    11.780
2010  6 27   19.768   26.258   13.279    1.428    0.856    0.383     0.000     6.076
2010  6 28   21.971   30.689   13.253    1.429    0.870    0.212     0.000     6.782
2010  6 29   23.431   32.645   14.217    1.285    0.769    0.122     0.000    11.603
2010  6 30   22.897   31.981   13.813    1.113    0.668    0.130     0.000     6.331
2010  7  1   23.427   31.458   15.396    1.265    0.623    0.254     0.000    12.191
2010  7  2   23.676   31.061   16.291    1.538    0.786    0.265     0.000    11.407
2010  7  3   24.117   32.752   15.483    1.482    0.809    0.178     0.000    10.427
2010  7  4   17.736   24.096   11.375    1.511    0.982    0.506     0.650    10.662
2010  7  5   18.500   26.934   10.065    1.303    0.984    0.239     0.010     7.017
2010  7  6   21.157   30.690   11.624    1.470    0.959    0.212     0.130    10.976
2010  7  7   14.047   16.174   11.921    1.445    0.974    0.827     0.190     5.958
2010  7  8   17.637   21.751   13.522    1.486    0.988    0.485     0.030     7.468
2010  7  9   18.117   26.065   10.169    1.362    0.968    0.343     0.050     6.409
2010  7 10   21.250   29.709   12.790    1.410    0.876    0.240     0.010    13.250
2010  7 11   19.973   29.043   10.903    1.310    0.887    0.236     0.000     8.212
2010  7 12   23.019   33.010   13.028    1.440    0.848    0.176     0.000     7.311
2010  7 13   25.503   35.501   15.506    1.426    0.706    0.168     0.000    10.623
2010  7 14   25.840   33.662   18.018    1.661    0.813    0.184     0.000     9.761
2010  7 15   23.534   32.021   15.047    1.552    0.841    0.229     0.000     5.625
2010  7 16   24.055   34.966   13.143    1.224    0.728    0.090     0.000     5.900
2010  7 17   24.657   35.805   13.508    1.287    0.740    0.090     0.000     7.801
2010  7 18   24.659   32.876   16.441    1.548    0.769    0.228     0.000     7.958
2010  7 19   24.460   34.515   14.405    1.655    0.854    0.225     0.000    10.192
2010  7 20   20.814   25.225   16.404    1.784    0.907    0.544     0.000     8.820
2010  7 21   22.788   27.925   17.652    1.923    0.922    0.464     0.030     4.665
2010  7 22   23.550   31.167   15.933    1.690    0.819    0.344     0.000    10.329
2010  7 23   23.974   33.670   14.278    1.608    0.909    0.171     0.000     8.683
2010  7 24   21.433   26.982   15.884    1.495    0.827    0.344     0.000     8.526
2010  7 25   22.435   30.256   14.614    1.562    0.830    0.321     0.000     7.997
2010  7 26   24.817   34.338   15.296    1.725    0.936    0.165     0.000     7.134
2010  7 27   25.692   34.906   16.479    1.551    0.716    0.223     0.010     8.918
2010  7 28   23.294   27.684   18.905    2.004    0.918    0.483     0.070     6.096
2010  7 29   25.218   31.926   18.509    1.860    0.856    0.303     0.000     5.566
2010  7 30   23.898   31.163   16.632    1.836    0.883    0.355     0.060     9.957
2010  7 31   23.055   30.495   15.614    1.836    0.931    0.371     0.000     7.585
2010  8  1   24.436   31.934   16.937    2.013    0.953    0.361     0.070     6.292
2010  8  2   23.065   27.415   18.715    1.835    0.884    0.417     0.030     8.350
2010  8  3   22.671   29.851   15.490    1.580    0.820    0.328     0.000     7.997
2010  8  4   21.401   26.665   16.136    1.608    0.853    0.409     0.060    10.800
2010  8  5   21.267   28.726   13.807    1.501    0.911    0.276     0.000     5.841
2010  8  6   22.171   30.255   14.087    1.513    0.873    0.260     0.000     8.859
2010  8  7   22.976   32.229   13.722    1.571    0.897    0.223     0.000     7.585
2010  8  8   22.741   29.741   15.741    1.809    0.964    0.343     0.580     9.447
2010  8  9   22.040   27.947   16.133    1.780    0.938    0.405     0.000     7.644
2010  8 10   21.255   30.589   11.921    1.439    0.970    0.170     0.000     6.762
2010  8 11   23.881   33.758   14.003    1.319    0.764    0.126     0.000    11.682
2010  8 12   23.891   32.126   15.656    1.367    0.725    0.198     0.050    11.740
2010  8 13   22.297   29.071   15.523    1.103    0.651    0.169     0.000     8.350
2010  8 14   19.270   24.573   13.968    1.135    0.686    0.330     0.000     7.879
2010  8 15   20.105   26.789   13.421    1.581    0.856    0.487     0.000     7.017
2010  8 16   19.309   24.802   13.817    1.736    0.945    0.605     0.150    13.387
2010  8 17   20.329   29.402   11.256    1.488    0.973    0.274     0.000     5.939
2010  8 18   24.178   35.553   12.803    1.440    0.855    0.099     0.000     9.153
2010  8 19   23.425   28.625   18.225    1.707    0.865    0.319     0.070     6.331
2010  8 20   23.625   30.675   16.575    1.395    0.779    0.177     0.000     5.782
2010  8 21   22.799   32.834   12.763    1.347    0.811    0.159     0.000     6.488
2010  8 22   23.849   33.702   13.997    1.250    0.693    0.152     0.000     6.272
2010  8 23   22.980   27.651   18.308    1.578    0.768    0.357     0.040    10.172
2010  8 24   20.191   25.539   14.843    1.368    0.783    0.373     0.000     8.193
2010  8 25   20.065   29.659   10.471    1.253    0.896    0.172     0.000     6.370
2010  8 26   22.203   33.684   10.723    1.281    0.849    0.109     0.000     7.252
2010  8 27   23.276   34.112   12.439    1.265    0.740    0.146     0.000     8.546
2010  8 28   24.257   32.181   16.333    1.269    0.629    0.208     0.000     5.900
2010  8 29   22.506   30.946   14.067    1.213    0.745    0.145     0.000     9.075
2010  8 30   22.290   28.776   15.803    1.079    0.597    0.205     0.000     7.879
2010  8 31   19.855   25.508   14.202    1.059    0.655    0.260     0.000     7.134
2010  9  1   19.573   28.613   10.533    1.011    0.726    0.162     0.000     5.743
2010  9  2   16.290   22.280   10.300    0.913    0.697    0.290     0.000    10.780
2010  9  3   14.849   24.486    5.213    0.843    0.820    0.179     0.000     4.743
2010  9  4   20.579   32.332    8.826    1.009    0.712    0.121     0.000     6.566
2010  9  5   22.233   33.289   11.178    1.002    0.661    0.087     0.000     9.722
2010  9  6   16.504   22.971   10.037    0.656    0.608    0.092     0.000    12.544
2010  9  7   14.911   25.955    3.868    0.665    0.635    0.150     0.000     5.096
2010  9  8   19.357   27.960   10.753    1.244    0.850    0.258     0.010    11.113
2010  9  9   19.971   29.468   10.473    1.189    0.920    0.099     0.000    11.466
2010  9 10   17.095   24.208    9.981    0.709    0.599    0.129     0.000     8.898
2010  9 11   15.426   25.196    5.657    0.737    0.695    0.147     0.000     5.057
2010  9 12   17.674   27.505    7.843    0.774    0.664    0.103     0.000     4.978
2010  9 13   18.843   29.952    7.734    0.854    0.679    0.107     0.000     5.802
2010  9 14   20.361   31.328    9.393    1.012    0.741    0.106     0.000     6.311
2010  9 15   20.151   27.592   12.711    0.871    0.561    0.178     0.000     6.154
2010  9 16   19.205   28.451    9.958    1.031    0.774    0.153     0.000     6.684
2010  9 17   18.526   26.378   10.675    0.947    0.650    0.239     0.000     8.134
2010  9 18   11.911   15.702    8.121    1.099    0.974    0.603     0.000     5.645
2010  9 19   19.068   31.085    7.052    1.272    0.987    0.166     0.000     5.880
2010  9 20   20.694   32.074    9.313    1.158    0.772    0.177     0.000    12.956
2010  9 21   17.034   22.912   11.155    1.167    0.794    0.409     0.000     7.742
2010  9 22   16.420   22.241   10.599    1.243    0.952    0.380     0.040     5.939
2010  9 23   17.848   24.752   10.943    1.114    0.918    0.172     0.010    10.055
2010  9 24   15.922   26.281    5.563    0.887    0.838    0.144     0.000     5.390
2010  9 25   16.779   24.503    9.056    0.881    0.691    0.232     0.000     6.978
2010  9 26   18.592   30.272    6.912    1.056    0.831    0.156     0.000     4.959
2010  9 27   19.454   29.487    9.421    1.038    0.763    0.156     0.000     8.389
2010  9 28   19.235   31.180    7.290    1.110    0.866    0.130     0.000     7.056
2010  9 29   18.318   26.895    9.740    0.944    0.721    0.177     0.000    10.976
2010  9 30   15.955   24.162    7.748    1.011    0.785    0.330     0.000     5.390
2010 10  1   16.354   26.262    6.447    1.088    0.927    0.243     0.000     6.644
2010 10  2   13.234   19.069    7.399    0.993    0.857    0.450     0.000     5.802
2010 10  3   14.062   24.251    3.872    1.004    0.957    0.295     0.000     4.430
2010 10  4   16.128   26.330    5.926    0.999    0.872    0.218     0.000     8.957
2010 10  5   17.157   27.100    7.215    1.055    0.871    0.207     0.000     6.899
2010 10  6   16.334   18.562   14.107    1.146    0.769    0.465     0.000     8.016
2010 10  7   18.570   27.545    9.596    1.289    0.928    0.277     0.000     4.743
2010 10  8   15.918   22.158    9.678    0.864    0.697    0.259     0.010    12.622
2010 10  9   12.934   19.702    6.165    0.674    0.674    0.231     0.000     9.506
2010 10 10   12.929   17.117    8.742    1.061    0.970    0.453     0.170    10.800
2010 10 11   12.894   21.111    4.678    0.956    0.977    0.309     0.000     6.056
2010 10 12   10.841   15.006    6.675    0.921    0.966    0.453     0.290     8.624
2010 10 13   10.414   17.494    3.333    0.904    0.971    0.462     0.000     6.076
2010 10 14   13.250   23.586    2.915    0.852    0.925    0.195     0.000     6.056
2010 10 15   14.453   25.350    3.557    0.828    0.864    0.143     0.000     4.234
2010 10 16   11.087   17.092    5.081    0.748    0.795    0.340     0.000     5.684
2010 10 17   11.691   20.363    3.019    0.805    0.898    0.275     0.000     8.644
2010 10 18    8.202   12.896    3.508    0.764    0.961    0.445     0.010     6.037
2010 10 19   10.421   20.587    0.255    0.761    0.979    0.227     0.000     4.802
2010 10 20   12.317   21.923    2.711    0.724    0.838    0.175     0.000     5.782
2010 10 21   11.822   21.261    2.383    0.765    0.831    0.274     0.000     6.742
2010 10 22    9.313   12.174    6.452    0.961    0.985    0.655     0.340     5.312
2010 10 23   11.850   17.425    6.274    0.926    0.991    0.344     0.030     9.937
2010 10 24   10.979   17.800    4.159    0.822    0.965    0.289     0.000     5.860
2010 10 25   10.076   17.321    2.832    0.590    0.755    0.203     0.000    15.896
2010 10 26    6.219    9.780    2.657    0.283    0.438    0.161     0.000    17.601
2010 10 27    3.334    9.589   -2.922    0.350    0.721    0.184     0.000    14.190
2010 10 28    4.628   14.717   -5.462    0.384    0.786    0.120     0.000     4.900
2010 10 29   10.137   20.902   -0.627    0.521    0.716    0.127     0.000     3.097
2010 10 30   11.678   22.152    1.204    0.638    0.781    0.150     0.000     8.193
2010 10 31    9.574   15.406    3.741    0.712    0.864    0.330     0.010     7.291
2010 11  1   10.452   16.804    4.099    0.586    0.672    0.255     0.000     7.644
2010 11  2   10.966   22.159   -0.227    0.662    0.764    0.248     0.000    11.564
2010 11  3    9.617   17.043    2.191    0.666    0.770    0.345     0.000     6.350
2010 11  4    5.668   13.710   -2.374    0.539    0.918    0.263     0.000     5.723
2010 11  5    9.543   21.455   -2.368    0.583    0.837    0.144     0.000     4.351
2010 11  6   11.558   23.009    0.107    0.682    0.829    0.174     0.000     5.645
2010 11  7   11.048   18.626    3.470    0.612    0.697    0.234     0.000    14.876
2010 11  8    9.710   18.321    1.100    0.563    0.724    0.212     0.000     4.978
2010 11  9    4.848   10.035   -0.339    0.617    0.950    0.481     0.270     8.389
2010 11 10    1.572    4.508   -1.365    0.538    0.988    0.585     0.000     6.507
2010 11 11   -1.160    1.074   -3.393    0.482    0.980    0.737     0.130     6.017
2010 11 12   -2.036    3.730   -7.802    0.412    0.950    0.617     0.250     4.743
2010 11 13    0.294    4.396   -3.809    0.464    0.939    0.548     0.000     6.135
2010 11 14    0.522    4.900   -3.856    0.468    0.948    0.529     0.020     5.547
2010 11 15    3.453    7.774   -0.868    0.523    0.953    0.386     0.020     7.997
2010 11 16    5.341   13.221   -2.539    0.530    0.901    0.287     0.040    14.935
2010 11 17    0.616    4.272   -3.039    0.430    0.879    0.469     0.000     9.957
2010 11 18    1.076    6.917   -4.766    0.455    0.885    0.495     0.000     3.979
2010 11 19    5.388   12.003   -1.228    0.466    0.873    0.168     0.000     7.918
2010 11 20   -1.200    0.136   -2.535    0.497    0.965    0.813     0.000     5.821
2010 11 21   -0.012    4.642   -4.665    0.505    0.981    0.675     0.000     8.232
2010 11 22    0.363    5.897   -5.171    0.366    0.968    0.201     0.040    12.368
2010 11 23   -0.251    7.346   -7.849    0.297    0.785    0.207     0.000     4.312
