Year Mo Dy     tave     tmax     tmin       vp    rhmax    rhmin        pp      gust
2005  2 28    1.927    9.170   -5.316    0.409    0.859    0.308     0.000     7.546
2005  3  1    3.949   12.139   -4.240    0.383    0.726    0.221     0.000    11.133
2005  3  2    4.702   13.149   -3.745    0.383    0.762    0.137     0.000    10.408
2005  3  3    5.041   14.995   -4.913    0.349    0.687    0.113     0.000     6.821
2005  3  4    5.886   16.459   -4.687    0.374    0.678    0.130     0.000     7.311
2005  3  5    7.619   16.233   -0.995    0.424    0.658    0.156     0.000     6.860
2005  3  6    8.229   19.679   -3.221    0.465    0.783    0.072     0.000    13.230
2005  3  7    7.216   14.116    0.315    0.503    0.843    0.148     0.000    10.604
2005  3  8    6.065   11.143    0.986    0.547    0.899    0.267     0.000    16.170
2005  3  9   10.080   20.381   -0.222    0.576    0.754    0.181     0.000     9.682
2005  3 10    6.570   13.593   -0.452    0.390    0.617    0.187     0.000    15.758
2005  3 11    8.678   20.812   -3.456    0.479    0.744    0.110     0.000    11.035
2005  3 12    8.835   19.371   -1.702    0.623    1.010    0.089     0.000    11.819
2005  3 13   -2.875    1.879   -7.629    0.397    1.012    0.597     0.000     7.154
2005  3 14   -4.447   -0.057   -8.838    0.289    0.828    0.488     0.000     6.919
2005  3 15   -2.551    5.131  -10.233    0.255    0.848    0.162     0.000     6.938
2005  3 16    2.573   11.068   -5.922    0.363    0.797    0.192     0.000     8.898
2005  3 17    6.390   12.634    0.146    0.396    0.606    0.221     0.000    14.190
2005  3 18    1.904    6.207   -2.400    0.391    0.827    0.291     0.000     8.193
2005  3 19    5.325   15.372   -4.723    0.476    0.866    0.202     0.000     7.526
2005  3 20    8.292   15.110    1.474    0.711    0.999    0.302     0.000     8.957
2005  3 21    7.438   11.872    3.005    0.667    0.999    0.294     0.000    13.269
2005  3 22    4.984   12.185   -2.216    0.588    1.002    0.349     0.000     7.213
2005  3 23    3.935    8.098   -0.228    0.650    0.986    0.620     0.000     6.488
2005  3 24    0.484    3.429   -2.462    0.533    1.001    0.684     0.000     7.213
2005  3 25   -1.948    0.561   -4.458    0.448    0.970    0.724     0.000     5.782
2005  3 26    4.150    9.324   -1.024    0.517    0.924    0.334     0.000     7.566
2005  3 27    6.080   16.882   -4.721    0.547    0.946    0.219     0.000     5.586
2005  3 28   12.693   22.523    2.862    0.595    0.711    0.102     0.000    13.720
2005  3 29    8.496   13.023    3.968    0.483    0.678    0.194     0.000    10.604
2005  3 30    4.892   10.784   -1.000    0.506    0.943    0.227     0.000    10.172
2005  3 31    4.147    9.009   -0.715    0.339    0.617    0.210     0.000    10.466
2005  4  1    6.066   17.920   -5.788    0.421    0.775    0.124     0.000     6.507
2005  4  2   10.778   19.604    1.952    0.473    0.631    0.102     0.000     7.213
2005  4  3   12.338   23.646    1.030    0.570    0.703    0.093     0.000     7.468
2005  4  4   13.431   21.243    5.618    0.837    0.947    0.140     0.000     9.839
2005  4  5    9.856   13.337    6.375    0.726    0.891    0.304     0.000    15.562
2005  4  6    9.558   19.198   -0.082    0.557    0.803    0.132     0.000     7.879
2005  4  7   11.422   22.685    0.158    0.626    0.774    0.156     0.000     9.624
2005  4  8   11.857   20.456    3.258    0.672    0.750    0.218     0.000    14.308
2005  4  9    8.457   14.968    1.947    0.528    0.773    0.183     0.000     9.624
2005  4 10    1.984    5.218   -1.251    0.537    1.032    0.494     0.000    13.132
2005  4 11    6.305   12.848   -0.239    0.569    0.981    0.212     0.000    10.996
2005  4 12    7.968   17.648   -1.711    0.550    0.832    0.197     0.000     8.408
2005  4 13    9.205   18.194    0.215    0.598    0.819    0.210     0.000    10.741
2005  4 14   11.877   21.216    2.538    0.855    0.969    0.260     0.000     7.370
2005  4 15    8.706   12.624    4.789    0.598    0.836    0.229     0.000     7.428
2005  4 16   10.100   19.258    0.942    0.782    0.935    0.331     0.000     6.429
2005  4 17   14.482   24.174    4.790    0.841    0.865    0.156     0.000     9.447
2005  4 18   15.114   25.173    5.056    0.902    0.934    0.117     0.000    12.858
2005  4 19   13.141   19.800    6.482    0.839    0.856    0.255     0.000     9.016
2005  4 20    6.993    9.499    4.487    0.905    1.006    0.800     0.000     8.938
2005  4 21    9.528   15.918    3.138    0.735    0.995    0.241     0.000    11.544
2005  4 22   10.088   15.431    4.745    0.622    0.681    0.327     0.000     8.506
2005  4 23   10.581   17.176    3.986    0.763    0.829    0.367     0.000     7.585
2005  4 24    7.177   10.804    3.551    0.738    0.974    0.482     0.000     6.684
2005  4 25   10.001   15.687    4.316    0.745    0.989    0.224     0.000    13.230
2005  4 26    9.406   17.934    0.877    0.589    0.827    0.172     0.000    13.446
2005  4 27    6.090   11.764    0.416    0.714    1.024    0.494     0.000     8.683
2005  4 28   -1.448    0.476   -3.371    0.550    1.026    0.975     0.000     6.488
2005  4 29   -1.885    0.939   -4.709    0.472    1.020    0.755     0.000     4.253
2005  4 30   -0.516    4.498   -5.530    0.489    1.013    0.650     0.000     4.704
2005  5  1    2.700    5.885   -0.485    0.553    0.901    0.591     0.000     6.586
2005  5  2    5.728   10.670    0.785    0.576    0.849    0.407     0.000     6.468
2005  5  3    7.454   15.591   -0.683    0.689    0.965    0.370     0.000     7.193
2005  5  4   10.987   19.877    2.098    0.741    0.899    0.232     0.000     5.900
2005  5  5   14.295   23.269    5.322    0.797    0.773    0.206     0.000     7.918
2005  5  6   15.481   23.220    7.742    0.899    0.801    0.222     0.000    11.936
2005  5  7   11.347   15.437    7.257    0.809    0.903    0.302     0.000     7.526
2005  5  8   14.192   20.126    8.257    0.810    0.720    0.281     0.000    10.525
2005  5  9   14.529   23.067    5.990    0.951    0.906    0.244     0.000    10.114
2005  5 10   14.878   23.608    6.148    1.054    0.954    0.292     0.000    10.996
2005  5 11    6.992   10.395    3.590    0.897    1.015    0.777     0.000     9.447
2005  5 12    7.732   14.574    0.890    0.750    0.979    0.445     0.000     6.801
2005  5 13   10.587   18.471    2.702    0.754    0.913    0.270     0.000     7.193
2005  5 14   10.933   19.947    1.919    0.788    0.954    0.252     0.000     7.938
2005  5 15   14.811   23.156    6.466    0.979    0.930    0.233     0.000     8.252
2005  5 16   18.417   25.827   11.007    1.014    0.705    0.253     0.000     7.036
2005  5 17   16.114   21.250   10.979    0.919    0.843    0.161     0.000    13.975
2005  5 18   14.901   24.528    5.274    0.891    0.832    0.221     0.000     5.782
2005  5 19   19.155   29.198    9.113    1.135    0.846    0.177     0.000     7.174
2005  5 20   22.332   32.578   12.087    1.139    0.720    0.125     0.000     9.976
2005  5 21   22.768   31.727   13.810    1.181    0.726    0.127     0.000     8.114
2005  5 22   20.798   29.373   12.223    1.279    0.787    0.255     0.000     5.508
2005  5 23   20.264   28.737   11.790    1.240    0.826    0.218     0.000     9.761
2005  5 24   19.729   26.477   12.980    1.463    0.987    0.286     0.000     8.840
2005  5 25   14.194   19.941    8.446    1.083    0.987    0.352     0.000    12.466
2005  5 26   14.354   19.258    9.449    0.782    0.623    0.334     0.000     5.841
2005  5 27   15.892   22.046    9.737    0.767    0.596    0.255     0.000     5.880
2005  5 28   15.883   25.278    6.489    0.810    0.740    0.159     0.000     6.135
2005  5 29   11.741   14.358    9.125    0.993    1.019    0.422     0.000     7.840
2005  5 30    8.289    9.356    7.223    1.107    1.026    0.996     0.000     7.722
2005  5 31   13.912   21.138    6.686    1.066    1.012    0.330     0.000     7.742
2005  6  1   16.710   26.181    7.239    1.082    0.916    0.222     0.000    10.035
2005  6  2   13.906   18.574    9.238    1.277    0.999    0.608     0.000     8.369
2005  6  3   14.088   19.704    8.471    1.181    0.998    0.472     0.000    10.172
2005  6  4   11.363   16.320    6.406    1.064    1.004    0.579     0.000     5.547
2005  6  5   14.698   23.499    5.897    1.056    1.006    0.258     0.000     6.194
2005  6  6   18.709   29.127    8.290    1.217    0.949    0.180     0.000     7.115
2005  6  7   18.437   26.199   10.675    0.985    0.821    0.108     0.000     8.977
2005  6  8   16.815   25.564    8.066    0.861    0.697    0.203     0.000     9.232
2005  6  9   16.367   22.068   10.666    1.275    0.990    0.380     0.000     9.702
2005  6 10   10.645   14.634    6.655    1.076    1.010    0.669     0.000     5.900
2005  6 11   12.524   20.943    4.104    0.980    1.012    0.339     0.000    12.015
2005  6 12   13.569   15.964   11.174    1.065    1.018    0.353     0.000     9.310
2005  6 13   17.384   23.207   11.560    0.957    0.791    0.173     0.000    12.524
2005  6 14   15.239   23.741    6.736    1.118    0.976    0.315     0.000     8.761
2005  6 15   19.671   29.111   10.231    1.231    0.867    0.208     0.000     8.291
2005  6 16   19.738   28.147   11.328    1.319    0.885    0.262     0.000     6.292
2005  6 17   21.599   31.341   11.858    1.463    0.907    0.227     0.000     9.761
2005  6 18   22.215   30.348   14.081    1.689    0.950    0.311     0.000     6.233
2005  6 19   24.058   32.739   15.378    1.421    0.789    0.160     0.000     6.409
2005  6 20   24.511   32.331   16.691    1.620    0.830    0.223     0.000     8.722
2005  6 21   23.359   31.651   15.067    1.472    0.751    0.274     0.000    14.092
2005  6 22   23.930   32.095   15.764    1.569    0.818    0.238     0.000     6.880
2005  6 23   22.741   30.398   15.083    1.524    0.887    0.215     0.000     7.958
2005  6 24   21.473   26.876   16.070    1.442    0.776    0.351     0.000    10.682
2005  6 25   21.770   29.360   14.180    1.539    0.902    0.278     0.000     9.251
2005  6 26   22.103   29.130   15.076    1.348    0.799    0.214     0.000     8.467
2005  6 27   22.140   31.878   12.402    1.307    0.883    0.097     0.000     8.056
2005  6 28   22.390   31.305   13.476    1.403    0.895    0.141     0.000    13.446
2005  6 29   21.685   29.636   13.734    1.365    0.858    0.194     0.000    10.349
2005  6 30   19.633   26.886   12.380    1.232    0.738    0.341     0.000     6.390
2005  7  1   21.787   31.886   11.688    1.328    0.885    0.133     0.000     6.978
2005  7  2   22.936   31.875   13.997    1.257    0.736    0.162     0.000    18.052
2005  7  3   22.023   29.067   14.979    1.173    0.720    0.167     0.000    12.093
2005  7  4   19.625   27.951   11.300    1.277    0.876    0.242     0.000    10.564
2005  7  5   20.934   30.135   11.734    1.277    0.850    0.182     0.000     8.898
2005  7  6   22.642   32.475   12.810    1.522    0.962    0.145     0.000     9.780
2005  7  7   23.639   33.586   13.692    1.293    0.745    0.141     0.000     9.604
2005  7  8   25.592   35.801   15.383    1.351    0.716    0.107     0.000     8.624
2005  7  9   25.401   35.047   15.754    1.281    0.660    0.130     0.000    10.760
2005  7 10   24.067   33.399   14.735    1.290    0.714    0.147     0.000    13.014
2005  7 11   24.395   32.806   15.983    1.558    0.775    0.245     0.000     9.408
2005  7 12   24.561   32.780   16.341    1.707    0.839    0.267     0.000     6.037
2005  7 13   25.337   33.897   16.778    1.643    0.883    0.133     0.000     6.684
2005  7 14   25.993   35.854   16.132    1.543    0.747    0.171     0.000     9.643
2005  7 15   24.522   32.437   16.607    1.426    0.699    0.227     0.000     9.839
2005  7 16   24.450   34.457   14.442    1.575    0.844    0.183     0.000    13.583
2005  7 17   21.651   26.857   16.446    1.413    0.758    0.334     0.000     6.938
2005  7 18   22.096   30.120   14.071    1.406    0.802    0.255     0.000     8.585
2005  7 19   25.520   37.359   13.682    1.459    0.816    0.076     0.000     7.291
2005  7 20   26.477   36.581   16.374    1.534    0.735    0.152     0.000     9.173
2005  7 21   28.053   38.839   17.267    1.423    0.656    0.094     0.000     7.272
2005  7 22   28.515   37.037   19.994    1.420    0.577    0.152     0.000    10.310
2005  7 23   27.136   37.607   16.664    1.449    0.661    0.145     0.000    11.329
2005  7 24   24.823   30.049   19.597    1.835    0.836    0.335     0.000     8.448
2005  7 25   23.202   30.125   16.279    1.797    0.962    0.302     0.000    12.897
2005  7 26   16.584   19.814   13.353    1.602    1.018    0.679     0.000     7.330
2005  7 27   21.076   28.539   13.613    1.496    0.962    0.236     0.000     7.154
2005  7 28   22.672   32.822   12.523    1.329    0.834    0.131     0.000     6.350
2005  7 29   23.303   34.797   11.810    1.332    0.828    0.102     0.000     6.350
2005  7 30   25.112   35.581   14.643    1.445    0.759    0.147     0.000     8.663
2005  7 31   23.993   31.509   16.477    1.586    0.806    0.257     0.000     7.272
2005  8  1   24.346   31.906   16.787    1.576    0.777    0.257     0.000     8.879
2005  8  2   26.052   33.801   18.304    1.607    0.726    0.227     0.000    13.014
2005  8  3   23.186   29.697   16.676    1.795    0.969    0.295     0.000    10.800
2005  8  4   15.773   16.974   14.572    1.615    1.004    0.799     0.000     5.351
2005  8  5   19.319   24.865   13.772    1.644    1.007    0.460     0.000     5.508
2005  8  6   21.900   31.499   12.301    1.498    1.002    0.138     0.000     7.624
2005  8  7   23.250   32.046   14.453    1.161    0.651    0.163     0.000     5.880
2005  8  8   23.628   33.262   13.994    1.347    0.768    0.155     0.000     7.781
2005  8  9   23.736   29.489   17.984    1.856    0.950    0.313     0.000     7.683
2005  8 10   21.224   25.125   17.322    1.902    0.956    0.552     0.000     6.154
2005  8 11   22.448   28.449   16.448    1.764    0.992    0.306     0.000     7.409
2005  8 12   19.456   23.794   15.118    1.759    1.002    0.554     0.000     7.409
2005  8 13   14.094   16.150   12.038    1.436    1.014    0.772     0.000     9.349
2005  8 14   17.261   22.002   12.520    1.608    1.023    0.609     0.000     5.684
2005  8 15   18.864   26.918   10.810    1.550    1.031    0.392     0.000     6.801
2005  8 16   20.250   27.584   12.916    1.579    0.976    0.354     0.000     5.762
2005  8 17   21.025   30.011   12.039    1.453    0.962    0.204     0.000     6.272
2005  8 18   21.739   29.895   13.584    1.358    0.830    0.214     0.000    10.604
2005  8 19   20.062   29.020   11.104    1.237    0.855    0.199     0.000     8.095
2005  8 20   21.031   29.907   12.155    1.254    0.809    0.197     0.000    11.682
2005  8 21   22.016   29.381   14.651    1.502    0.853    0.282     0.000     9.016
2005  8 22   20.035   26.662   13.408    1.369    0.887    0.281     0.000     8.761
2005  8 23   18.727   25.105   12.349    1.452    1.012    0.332     0.000     7.722
2005  8 24   21.447   30.705   12.189    1.405    0.915    0.184     0.000     8.232
2005  8 25   21.607   30.427   12.787    1.384    0.836    0.236     0.000     9.682
2005  8 26   20.889   29.793   11.985    1.444    0.944    0.225     0.000     6.409
2005  8 27   21.000   31.145   10.854    1.174    0.805    0.139     0.000    12.779
2005  8 28   20.267   30.713    9.820    1.085    0.768    0.145     0.000     6.056
2005  8 29   21.203   32.082   10.324    1.200    0.842    0.111     0.000     6.860
2005  8 30   22.534   34.108   10.959    1.243    0.810    0.101     0.000    12.446
2005  8 31   15.210   21.531    8.889    0.921    0.798    0.268     0.000    10.623
2005  9  1   17.496   27.173    7.819    0.923    0.782    0.142     0.000     5.429
2005  9  2   20.422   30.894    9.951    1.168    0.898    0.076     0.000     7.036
2005  9  3   22.021   31.831   12.212    0.944    0.619    0.095     0.000     5.370
2005  9  4   21.752   29.836   13.667    1.204    0.741    0.184     0.000     7.683
2005  9  5   21.117   29.847   12.387    1.218    0.782    0.191     0.000    12.211
2005  9  6   18.754   24.255   13.253    1.286    0.815    0.373     0.000     6.409
2005  9  7   21.206   30.246   12.166    1.359    0.837    0.242     0.000     9.624
2005  9  8   22.191   31.490   12.892    1.424    0.895    0.170     0.000     4.410
2005  9  9   23.218   30.166   16.271    1.451    0.785    0.234     0.000     6.037
2005  9 10   21.851   29.429   14.272    1.238    0.784    0.161     0.000    11.878
2005  9 11   19.756   29.547    9.965    1.046    0.788    0.121     0.000     8.526
2005  9 12   20.741   27.988   13.495    0.854    0.622    0.076     0.000    10.760
2005  9 13   12.903   17.688    8.119    0.781    0.784    0.267     0.000     9.918
2005  9 14   12.650   19.127    6.173    0.836    0.870    0.274     0.000    10.153
2005  9 15   14.189   24.268    4.109    0.860    0.921    0.144     0.000     7.428
2005  9 16   15.949   26.374    5.525    0.855    0.814    0.129     0.000     7.448
2005  9 17   17.676   28.749    6.602    0.714    0.643    0.064     0.000    10.800
2005  9 18   15.245   24.054    6.437    0.835    0.717    0.248     0.000     4.841
2005  9 19   15.641   24.598    6.684    0.808    0.716    0.194     0.000     8.016
2005  9 20   18.594   30.281    6.908    0.877    0.732    0.088     0.000     6.958
2005  9 21   19.021   25.773   12.269    1.187    0.854    0.225     0.000     7.193
2005  9 22   14.051   17.221   10.881    1.234    0.923    0.616     0.000     4.586
2005  9 23   15.932   24.847    7.017    1.158    0.955    0.324     0.000     5.919
2005  9 24   14.613   19.864    9.362    1.216    0.908    0.554     0.000     5.468
2005  9 25   14.925   19.837   10.012    1.174    0.930    0.454     0.000     5.370
2005  9 26   15.228   23.052    7.405    1.054    0.972    0.247     0.000     8.506
2005  9 27   17.647   27.290    8.005    1.104    0.862    0.232     0.000     7.664
2005  9 28   10.468   15.924    5.012    0.919    0.922    0.529     0.000    12.191
2005  9 29   12.139   21.625    2.652    0.919    0.959    0.341     0.000     5.606
2005  9 30   17.001   28.945    5.057    1.029    0.926    0.137     0.000     6.546
2005 10  1   18.215   28.959    7.472    1.009    0.829    0.136     0.000     4.861
2005 10  2   18.468   29.475    7.461    0.793    0.652    0.095     0.000    10.192
2005 10  3   15.273   24.482    6.064    0.919    0.768    0.292     0.000     6.194
2005 10  4   10.475   14.490    6.460    0.851    0.951    0.393     0.000     7.624
2005 10  5    9.391   15.440    3.343    0.564    0.693    0.265     0.000    10.584
2005 10  6    6.678   11.441    1.915    0.576    0.790    0.387     0.000     5.939
2005 10  7    8.930   19.194   -1.335    0.654    0.918    0.228     0.000     5.018
2005 10  8   13.047   24.254    1.840    0.777    0.888    0.147     0.000     4.488
2005 10  9    8.401   12.914    3.888    0.830    0.925    0.581     0.000     9.878
2005 10 10    3.636    4.593    2.679    0.721    0.950    0.870     0.000     6.938
2005 10 11    5.710   10.633    0.787    0.719    0.979    0.590     0.000     4.822
2005 10 12   10.819   17.356    4.282    0.837    0.959    0.332     0.000     4.430
2005 10 13   11.089   20.941    1.236    0.780    0.941    0.242     0.000     5.645
2005 10 14   13.066   22.929    3.202    0.806    0.878    0.195     0.000     8.114
2005 10 15   12.047   21.421    2.672    0.839    0.912    0.282     0.000     4.155
2005 10 16   14.222   24.874    3.570    0.880    0.892    0.194     0.000     5.214
2005 10 17   14.210   23.872    4.548    0.867    0.888    0.183     0.000     5.057
2005 10 18   14.710   24.295    5.125    0.860    0.888    0.141     0.000     4.920
2005 10 19    8.820   11.534    6.105    0.851    0.960    0.542     0.000     4.684
2005 10 20   11.398   18.617    4.180    0.904    0.982    0.360     0.000     5.194
2005 10 21    8.457   13.041    3.872    0.878    0.961    0.627     0.000     5.939
2005 10 22    8.293   15.871    0.714    0.738    0.968    0.382     0.000     7.252
2005 10 23    5.229    9.783    0.674    0.567    0.890    0.390     0.000     5.821
2005 10 24    9.374   20.889   -2.140    0.677    0.948    0.203     0.000     4.508
2005 10 25   10.801   20.322    1.279    0.703    0.886    0.200     0.000     4.626
2005 10 26   11.134   20.407    1.861    0.733    0.893    0.214     0.000     7.801
2005 10 27    8.060   15.901    0.220    0.692    0.921    0.365     0.000     3.332
2005 10 28   12.404   19.713    5.096    0.771    0.807    0.265     0.000     5.174
2005 10 29    9.604   14.736    4.472    0.823    0.891    0.486     0.000     5.331
2005 10 30    5.117    9.507    0.727    0.694    0.970    0.608     0.000     7.918
2005 10 31    5.385   12.631   -1.862    0.582    0.977    0.323     0.000     9.310
2005 11  1   11.460   19.061    3.859    0.639    0.714    0.232     0.000    12.838
2005 11  2   10.716   20.822    0.609    0.632    0.774    0.209     0.000     5.606
2005 11  3   11.864   19.010    4.718    0.511    0.592    0.145     0.000    19.914
2005 11  4    8.695   15.928    1.461    0.536    0.685    0.271     0.000    12.564
2005 11  5    4.672    9.699   -0.355    0.453    0.865    0.199     0.000    10.996
2005 11  6    5.107   12.875   -2.660    0.466    0.723    0.339     0.000     3.822
2005 11  7    9.301   17.367    1.236    0.584    0.748    0.250     0.000     5.312
2005 11  8   13.063   23.786    2.339    0.651    0.727    0.140     0.000    12.250
2005 11  9    5.546   10.906    0.185    0.446    0.733    0.254     0.000     8.840
2005 11 10    9.881   20.046   -0.283    0.615    0.772    0.238     0.000     3.156
2005 11 11   12.842   20.630    5.053    0.740    0.769    0.230     0.000    11.584
2005 11 12    8.280   15.459    1.101    0.522    0.710    0.247     0.000    13.700
2005 11 13    1.736    6.318   -2.846    0.408    0.823    0.357     0.000     7.428
2005 11 14    3.479    9.927   -2.968    0.487    0.859    0.385     0.000    14.759
2005 11 15   -1.492    2.941   -5.924    0.175    0.525    0.117     0.000    12.074
2005 11 16   -1.358    5.574   -8.290    0.287    0.750    0.291     0.000     6.664
2005 11 17    1.533    7.243   -4.176    0.408    0.824    0.374     0.000     7.899
2005 11 18    4.306   16.142   -7.530    0.408    0.837    0.146     0.000    10.976
2005 11 19    3.413   10.043   -3.217    0.312    0.623    0.178     0.000    11.407
2005 11 20    5.886   18.278   -6.507    0.414    0.768    0.127     0.000     5.743
2005 11 21    5.880   16.056   -4.295    0.419    0.728    0.177     0.000     6.096
2005 11 22    6.369   15.973   -3.236    0.448    0.765    0.171     0.000     4.645
2005 11 23    6.635   17.769   -4.500    0.406    0.703    0.130     0.000     5.547
2005 11 24    3.472   12.570   -5.625    0.359    0.740    0.178     0.000     7.860
2005 11 25    4.524   15.559   -6.512    0.339    0.720    0.086     0.000     5.566
2005 11 26    5.924   15.224   -3.377    0.336    0.565    0.160     0.000    10.937
2005 11 27    2.263    4.539   -0.013    0.241    0.432    0.241     0.000    16.993
2005 11 28   -1.653    2.501   -5.806    0.155    0.391    0.185     0.000    17.875
2005 11 29   -3.481    3.944  -10.907    0.210    0.705    0.190     0.000     7.860
2005 11 30   -0.837    3.535   -5.209    0.219    0.609    0.157     0.000    17.111
2005 12  1   -3.314    1.335   -7.962    0.203    0.576    0.278     0.000     5.351
2005 12  2    3.414   12.589   -5.761    0.372    0.681    0.276     0.000     8.095
2005 12  3   -0.849    4.914   -6.613    0.306    0.934    0.133     0.000    11.976
2005 12  4   -4.426    0.793   -9.646    0.198    0.774    0.131     0.000    14.406
2005 12  5   -4.069    2.871  -11.009    0.210    0.802    0.130     0.000    18.522
2005 12  6   -8.747   -0.405  -17.089    0.169    0.821    0.253     0.000    15.543
2005 12  7  -16.960  -12.343  -21.577    0.116    0.792    0.647     0.000     5.508
2005 12  8  -13.185   -3.272  -23.099    0.118    0.768    0.306     0.000     3.410
2005 12  9   -4.707    3.220  -12.633    0.220    0.784    0.241     0.000     3.900
2005 12 10   -0.224    5.783   -6.231    0.309    0.762    0.268     0.000     7.154
2005 12 11   -0.439    8.910   -9.789    0.289    0.774    0.205     0.000     3.998
2005 12 12    1.319   10.382   -7.744    0.363    0.810    0.273     0.000     5.018
2005 12 13    2.992   10.896   -4.911    0.365    0.783    0.183     0.000    12.760
2005 12 14   -2.141    2.247   -6.528    0.145    0.422    0.138     0.000    12.015
2005 12 15   -3.315    2.225   -8.856    0.174    0.550    0.180     0.000     7.644
2005 12 16   -7.386   -3.975  -10.797    0.212    0.816    0.399     0.000     6.703
2005 12 17  -10.834   -7.676  -13.993    0.199    0.833    0.660     0.000     5.292
2005 12 18  -10.906   -8.840  -12.971    0.199    0.876    0.625     0.000     3.410
2005 12 19   -6.481    0.709  -13.672    0.264    0.882    0.522     0.000     3.587
2005 12 20   -2.065    4.113   -8.242    0.380    0.892    0.559     0.000     3.352
2005 12 21    4.948   13.775   -3.879    0.527    0.893    0.321     0.000     5.958
2005 12 22    7.844   16.309   -0.620    0.549    0.809    0.226     0.000    10.074
2005 12 23    9.130   14.362    3.898    0.429    0.562    0.180     0.000    15.856
2005 12 24    3.554   10.071   -2.962    0.344    0.642    0.233     0.000    11.309
2005 12 25    6.235   16.620   -4.149    0.430    0.718    0.188     0.000     4.469
2005 12 26    6.491   14.888   -1.906    0.422    0.718    0.156     0.000     9.075
2005 12 27    5.899   12.450   -0.652    0.354    0.567    0.198     0.000    11.976
2005 12 28    4.966   13.072   -3.139    0.403    0.661    0.267     0.000     5.606
2005 12 29    3.208    9.434   -3.018    0.339    0.686    0.199     0.000    15.974
2005 12 30    0.001    5.332   -5.330    0.261    0.588    0.270     0.000     6.429
2005 12 31    5.251   15.023   -4.520    0.390    0.596    0.285     0.000     8.898
2006  1  1    4.000   11.773   -3.772    0.363    0.671    0.223     0.000    14.876
2006  1  2    4.536   15.856   -6.784    0.365    0.691    0.176     0.000     8.291
2006  1  3    6.740   12.913    0.566    0.433    0.701    0.180     0.000    18.424
2006  1  4    2.467    8.673   -3.740    0.331    0.606    0.303     0.000    10.506
2006  1  5    2.349   10.824   -6.125    0.264    0.582    0.151     0.000     7.683
2006  1  6    9.000   20.491   -2.490    0.342    0.518    0.080     0.000    11.584
2006  1  7    8.839   19.374   -1.695    0.348    0.539    0.076     0.000    15.974
2006  1  8    5.818   10.640    0.997    0.306    0.515    0.151     0.000    14.524
2006  1  9    0.943    7.334   -5.449    0.289    0.676    0.209     0.000     6.997
2006  1 10    2.414    9.748   -4.919    0.271    0.557    0.193     0.000     6.252
2006  1 11    6.802   15.273   -1.668    0.284    0.466    0.110     0.000    10.858
2006  1 12    4.192   11.796   -3.412    0.219    0.390    0.145     0.000    13.230
2006  1 13    0.607   10.045   -8.831    0.245    0.622    0.149     0.000     4.018
2006  1 14    5.372   16.376   -5.631    0.369    0.716    0.111     0.000    10.329
2006  1 15    7.942   14.622    1.262    0.336    0.535    0.095     0.000    15.700
2006  1 16   -1.952    1.875   -5.779    0.207    0.624    0.160     0.000    11.858
2006  1 17    1.349   11.766   -9.068    0.293    0.713    0.160     0.000     5.841
2006  1 18    7.611   14.344    0.878    0.391    0.588    0.162     0.000    16.699
2006  1 19    0.562    4.587   -3.462    0.374    0.919    0.259     0.000     8.154
2006  1 20   -2.624    3.970   -9.219    0.262    0.830    0.215     0.000     6.703
2006  1 21   -2.682    5.778  -11.142    0.231    0.763    0.162     0.000     5.312
2006  1 22   -1.253    4.421   -6.926    0.270    0.700    0.273     0.000     6.801
2006  1 23   -1.019    8.775  -10.814    0.245    0.696    0.171     0.000     5.174
2006  1 24    3.238   13.856   -7.379    0.303    0.669    0.120     0.000     5.900
2006  1 25    2.202   12.606   -8.202    0.307    0.736    0.124     0.000     3.332
2006  1 26    2.937   11.503   -5.628    0.296    0.618    0.169     0.000     9.506
2006  1 27    2.208    9.434   -5.018    0.288    0.613    0.195     0.000     4.998
2006  1 28    3.336    7.672   -1.000    0.188    0.391    0.098     0.000    10.858
2006  1 29    0.524    5.443   -4.394    0.180    0.414    0.157     0.000    14.720
2006  1 30    0.406    9.095   -8.283    0.257    0.615    0.206     0.000     5.116
2006  1 31    5.536   14.694   -3.622    0.419    0.746    0.182     0.000    10.996
2006  2  1    2.356   10.130   -5.418    0.404    0.844    0.273     0.000    16.503
2006  2  2    4.521    8.828    0.214    0.229    0.379    0.166     0.000    13.583
2006  2  3    2.340    8.314   -3.635    0.293    0.628    0.185     0.000    15.464
2006  2  4    0.119    7.334   -7.096    0.314    0.767    0.254     0.000     6.762
2006  2  5    1.723    6.214   -2.768    0.252    0.548    0.184     0.000    15.053
2006  2  6    2.233    7.615   -3.148    0.187    0.399    0.127     0.000     6.311
2006  2  7    1.823   11.263   -7.618    0.262    0.627    0.129     0.000     6.272
2006  2  8    7.015   18.194   -4.163    0.294    0.524    0.065     0.000     9.624
2006  2  9    4.003   12.949   -4.943    0.419    0.910    0.122     0.000    12.916
2006  2 10   -6.110   -2.768   -9.451    0.200    0.806    0.233     0.000    13.975
2006  2 11   -2.229    5.857  -10.315    0.122    0.412    0.060     0.000    10.427
2006  2 12    4.433   12.897   -4.030    0.248    0.461    0.135     0.000     6.958
2006  2 13    4.173   12.895   -4.549    0.266    0.535    0.115     0.000     6.272
2006  2 14    5.102   15.931   -5.728    0.373    0.761    0.091     0.000     9.702
2006  2 15   -4.606   -2.447   -6.765    0.370    0.922    0.785     0.000     8.585
